pidx,Year,Patient services,Claim lines,Paid (dollars),YoY growth (percent)
31889,2024,799,909,57524,-61.6
27129,2018,1593,1615,94442,
27129,2019,2073,2116,133636,41.5
27129,2020,1339,1353,100979,-24.4
27129,2021,1949,1967,148758,47.3
27129,2022,1404,1414,91360,-38.6
27129,2023,1184,1194,72638,-20.5
27129,2024,681,688,38037,-47.6
5943,2018,513,2808,602427,
5943,2019,461,2985,537329,-10.8
5943,2020,785,14319,636257,18.4
5943,2021,2156,31642,1387448,118.1
5943,2022,1666,27337,1409108,1.6
5943,2023,1858,30715,1638332,16.3
5943,2024,1535,29432,1778987,8.6
1816,2018,5429,6122,2030315,
1816,2019,6474,9265,3456102,70.2
1816,2020,5357,6157,2127975,-38.4
1816,2021,9261,10742,3548089,66.7
1816,2022,10360,14832,6325932,78.3
1816,2023,11891,13722,5625966,-11.1
1816,2024,9471,11018,5136063,-8.7
49164,2018,1052,1055,13614,
49164,2019,1337,1342,14917,9.6
49164,2020,1241,1247,23983,60.8
49164,2021,1658,1660,32725,36.5
49164,2022,1834,1840,36380,11.2
49164,2023,2000,2012,25287,-30.5
49164,2024,2519,2538,1473,-94.2
23391,2018,678,1276,49908,
23391,2019,1415,2552,96551,93.5
23391,2020,1064,2397,69781,-27.7
23391,2021,1641,3599,124774,78.8
23391,2022,2067,4097,149752,20.0
23391,2023,3080,6633,210740,40.7
23391,2024,2694,6272,223637,6.1
22692,2018,213,713,43180,
22692,2019,40,240,10136,-76.5
22692,2020,46,496,40347,298.1
22692,2021,27,169,14104,-65.0
22692,2022,473,2623,230140,1531.8
22692,2023,727,3624,313869,36.4
22692,2024,800,4441,331218,5.5
10309,2018,14485,16645,261172,
10309,2019,20773,22801,361442,38.4
10309,2020,28456,31809,486147,34.5
10309,2021,31922,34301,603616,24.2
10309,2022,32713,34921,594228,-1.6
10309,2023,41321,44120,736860,24.0
10309,2024,42203,44166,815372,10.7
49311,2018,431,437,35796,
49311,2019,278,281,20958,-41.5
49311,2020,195,201,15353,-26.7
49311,2021,302,308,23185,51.0
49311,2022,258,261,19366,-16.5
49311,2023,274,276,19110,-1.3
49311,2024,187,187,13335,-30.2
39471,2018,2237,2614,3142,
39471,2019,1857,2256,1666,-47.0
39471,2020,2734,3652,12264,636.2
39471,2021,7948,9631,88504,621.7
39471,2022,7383,8305,74887,-15.4
39471,2023,5707,6355,66237,-11.6
39471,2024,3618,4037,31185,-52.9
23496,2018,9125,9885,591259,
23496,2019,4835,5294,316794,-46.4
23496,2020,47,106,0,-100.0
23496,2021,100,187,1871,
23496,2022,12,12,107,-94.3
23496,2023,36,36,2095,1858.1
23496,2024,42,43,4452,112.5
19403,2019,819,996,25058,
19403,2020,4851,5738,162447,548.3
19403,2021,8934,10213,297045,82.9
19403,2022,10080,11693,345560,16.3
19403,2023,8522,9710,275139,-20.4
19403,2024,5805,6907,223434,-18.8
54124,2018,612,1180,16216,
54124,2019,788,1674,10483,-35.4
54124,2020,734,1682,19079,82.0
54124,2021,643,1538,14066,-26.3
54124,2022,770,1630,16713,18.8
54124,2023,1098,1704,16945,1.4
54124,2024,1379,1767,15366,-9.3
38555,2018,1456,1494,41536,
38555,2019,2326,2403,57728,39.0
38555,2020,1629,2055,40111,-30.5
38555,2021,3337,3691,84561,110.8
38555,2022,2804,3153,72600,-14.1
6135,2018,1493,7221,1011132,
6135,2019,935,5813,977480,-3.3
6135,2020,979,6061,641956,-34.3
6135,2021,468,5574,1022319,59.3
6135,2022,540,5278,1142122,11.7
6135,2023,1651,9944,1578653,38.2
6135,2024,3430,12063,1290756,-18.2
39757,2018,2422,3104,33710,
39757,2019,2378,3588,79258,135.1
39757,2020,3250,4673,73370,-7.4
39757,2021,2032,2348,38107,-48.1
39757,2022,1268,1381,20795,-45.4
39757,2023,534,607,16431,-21.0
39757,2024,341,390,10322,-37.2
2854,2018,265,661,29670,
2854,2019,4275,12528,1891956,6276.6
2854,2020,7180,20522,3029157,60.1
2854,2021,6981,17774,2619935,-13.5
2854,2022,8506,22856,3165008,20.8
2854,2023,8739,24211,4265742,34.8
2854,2024,5973,15578,2855138,-33.1
2636,2018,186,441,44877,
2636,2019,4259,8250,813429,1712.6
2636,2020,16048,35213,3371701,314.5
2636,2021,16213,38497,3522044,4.5
2636,2022,16459,40779,4243242,20.5
2636,2023,14544,34849,3912811,-7.8
2636,2024,7177,25690,3606610,-7.8
47105,2018,1029,1029,17480,
47105,2019,1338,1343,22863,30.8
47105,2020,1181,1244,27198,19.0
47105,2021,979,1106,31962,17.5
47105,2022,952,952,19347,-39.5
47105,2023,1395,1431,28657,48.1
47105,2024,1059,1059,21129,-26.3
5785,2019,37,42,188,
5785,2020,4584,5154,284233,150766.8
5785,2021,34012,39637,1912206,572.8
5785,2022,50528,60185,2812109,47.1
5785,2023,39965,46988,2582409,-8.2
5785,2024,9464,11346,620693,-76.0
6651,2018,4314,23763,1180189,
6651,2019,5020,28024,1343843,13.9
6651,2020,4076,22310,1062455,-20.9
6651,2021,3122,18383,838088,-21.1
6651,2022,2700,14778,802967,-4.2
6651,2023,3061,17908,834584,3.9
6651,2024,2300,10840,868202,4.0
37528,2018,60,114,8169,
37528,2019,304,1040,189912,2224.7
37528,2020,230,787,109428,-42.4
37528,2022,27,46,4939,
37528,2023,12,12,1789,-63.8
37528,2024,25,44,2796,56.3
5489,2018,28437,28543,975871,
5489,2019,27467,27554,1034195,6.0
5489,2020,24836,24851,1092730,5.7
5489,2021,30441,30489,1167518,6.8
5489,2022,35602,35654,1253679,7.4
5489,2023,39499,39593,1442127,15.0
5489,2024,43460,43497,1846049,28.0
9328,2018,28843,32206,386021,
9328,2019,36560,40831,709696,83.8
9328,2020,30948,35372,661275,-6.8
9328,2021,32770,36703,776254,17.4
9328,2022,30044,33208,665264,-14.3
9328,2023,31703,35055,663226,-0.3
9328,2024,35824,39398,597929,-9.8
46736,2020,82,95,8920,
46736,2021,824,988,44378,397.5
46736,2022,679,871,44200,-0.4
46736,2023,720,912,43722,-1.1
46736,2024,396,550,31117,-28.8
24345,2020,1608,1636,49267,
24345,2021,5880,6103,179470,264.3
24345,2022,7267,8079,264469,47.4
24345,2023,5729,6810,209879,-20.6
24345,2024,4211,4351,150290,-28.4
10655,2018,5531,6761,366622,
10655,2019,4976,5933,342925,-6.5
10655,2020,5216,6269,317183,-7.5
10655,2021,8598,10167,629358,98.4
10655,2022,7798,10020,655148,4.1
10655,2023,6285,8221,710500,8.4
10655,2024,5095,6585,641285,-9.7
49611,2018,1797,2450,131278,
49611,2019,327,415,13062,-90.1
42035,2019,644,1480,2244,
42035,2020,1496,2871,0,-100.0
42035,2021,5807,9774,73530,
42035,2022,4692,8701,129575,76.2
42035,2023,3953,6751,27916,-78.5
42035,2024,1907,3452,0,-100.0
44875,2018,169,692,40990,
44875,2019,197,911,45424,10.8
44875,2020,237,1191,61573,35.6
44875,2021,148,685,37460,-39.2
44875,2022,36,199,8649,-76.9
42807,2018,427,435,15487,
42807,2019,475,475,14970,-3.3
42807,2020,1370,1419,47368,216.4
42807,2021,1751,1769,52785,11.4
42807,2022,1466,1477,41338,-21.7
42807,2023,1102,1110,29185,-29.4
42807,2024,800,803,21484,-26.4
23420,2018,1171,1228,93551,
23420,2019,1261,1323,107840,15.3
23420,2020,872,921,121218,12.4
23420,2021,911,979,234692,93.6
23420,2022,870,928,104838,-55.3
23420,2023,1103,1204,137845,31.5
23420,2024,1085,1201,123239,-10.6
27385,2020,235,296,12411,
27385,2021,5886,6673,208467,1579.7
27385,2022,5327,5859,121243,-41.8
27385,2023,6905,7606,212068,74.9
27385,2024,4923,5606,111501,-47.4
6910,2019,175,199,3572,
6910,2020,1861,2440,100206,2705.5
6910,2021,25271,33942,1008573,906.5
6910,2022,40526,48296,1867521,85.2
6910,2023,45819,53192,2546348,36.3
6910,2024,21474,24458,1088234,-57.3
29932,2020,1182,1321,19679,
29932,2021,6073,7314,122140,520.7
29932,2022,13070,15498,265167,117.1
29932,2023,7667,9103,139601,-47.4
29932,2024,118,126,131,-99.9
47933,2020,110,119,8338,
47933,2021,731,823,55576,566.5
47933,2022,1352,1553,40927,-26.4
47933,2023,1433,1634,28901,-29.4
47933,2024,562,680,26199,-9.3
42990,2018,3390,4013,20343,
42990,2019,2911,3523,17984,-11.6
42990,2020,2319,2732,23252,29.3
42990,2021,3613,4293,55246,137.6
42990,2022,2889,3503,46851,-15.2
42990,2023,2320,2865,35561,-24.1
42990,2024,1414,1775,20675,-41.9
6634,2018,1064,7468,574795,
6634,2019,1377,9758,831775,44.7
6634,2020,1264,9416,870660,4.7
6634,2021,1527,10876,1058439,21.6
6634,2022,1746,12536,1096929,3.6
6634,2023,2558,14265,1413562,28.9
6634,2024,2335,12848,1110503,-21.4
26444,2020,353,422,10338,
26444,2021,2510,2816,87128,742.8
26444,2022,4156,4655,159930,83.6
26444,2023,5670,6336,267956,67.5
26444,2024,4023,4443,194305,-27.5
35579,2018,1628,1811,22280,
35579,2019,3765,4350,43167,93.7
35579,2020,3931,4591,44649,3.4
35579,2021,3702,4612,61991,38.8
35579,2022,3457,4370,87100,40.5
35579,2023,4466,4918,61949,-28.9
35579,2024,2967,3133,41890,-32.4
35189,2018,1402,1480,70643,
35189,2019,1487,1551,75796,7.3
35189,2020,1111,1148,58533,-22.8
35189,2021,1206,1264,62740,7.2
35189,2022,772,833,63913,1.9
35189,2023,663,699,42141,-34.1
18059,2020,868,1265,59352,
18059,2021,4814,7376,342460,477.0
18059,2022,5134,8088,373604,9.1
18059,2023,5222,8465,371982,-0.4
18059,2024,5044,8549,368661,-0.9
24289,2019,12,12,80,
24289,2020,2687,3419,110226,138496.8
24289,2021,5571,6934,324402,194.3
24289,2022,3447,4298,233839,-27.9
24289,2023,1953,2382,146639,-37.3
24289,2024,495,652,42999,-70.7
2959,2018,17188,19080,2424083,
2959,2019,16241,17191,1606471,-33.7
2959,2020,22481,25453,1768855,10.1
2959,2021,36170,42289,2517578,42.3
2959,2022,34113,39221,2244338,-10.9
2959,2023,45549,51655,3277054,46.0
2959,2024,49179,53167,3455612,5.4
5040,2018,5229,6443,390438,
5040,2019,11949,16854,1191688,205.2
5040,2020,17718,27365,2215067,85.9
5040,2021,18382,27112,2175030,-1.8
5040,2022,17427,23835,1968020,-9.5
5040,2023,15337,16445,1147105,-41.7
5040,2024,6736,7575,690002,-39.8
39805,2021,220,227,31166,
39805,2022,814,837,69764,123.8
39805,2023,2212,2390,132839,90.4
39805,2024,510,527,37631,-71.7
53741,2018,193,203,7543,
53741,2019,203,218,6960,-7.7
53741,2020,264,286,12511,79.7
53741,2021,338,361,18504,47.9
53741,2022,622,652,22885,23.7
53741,2023,672,724,20886,-8.7
53741,2024,446,469,22233,6.4
42322,2018,1170,1189,57324,
42322,2019,1366,1383,63074,10.0
42322,2020,714,724,28873,-54.2
42322,2021,658,671,32629,13.0
42322,2022,473,494,30608,-6.2
42322,2023,148,149,5242,-82.9
42322,2024,225,234,11470,118.8
22589,2018,1303,1391,171299,
22589,2019,1310,1369,205105,19.7
22589,2020,1055,1080,192003,-6.4
22589,2021,556,569,124167,-35.3
22589,2022,444,445,100331,-19.2
22589,2023,698,725,141142,40.7
22589,2024,323,406,59855,-57.6
8994,2018,470,566,25676,
8994,2019,14937,16467,570560,2122.2
8994,2020,19497,21255,702377,23.1
8994,2021,21912,24207,1011114,44.0
8994,2022,18472,19907,836577,-17.3
8994,2023,18775,20128,803906,-3.9
8994,2024,16682,18019,741432,-7.8
11581,2018,5397,5407,322378,
11581,2019,6044,6062,362253,12.4
11581,2020,6930,6949,389807,7.6
11581,2021,8980,9033,533096,36.8
11581,2022,8914,9187,535307,0.4
11581,2023,9053,9361,563587,5.3
11581,2024,8457,8622,529645,-6.0
45093,2018,609,705,25597,
45093,2019,2511,2696,80623,215.0
45093,2020,2016,2118,24211,-70.0
45093,2021,2861,2935,12763,-47.3
45093,2022,2673,2730,33286,160.8
45093,2023,1428,1466,8547,-74.3
45093,2024,1103,1136,6445,-24.6
2197,2018,327,479,135122,
2197,2019,6835,24049,1792821,1226.8
2197,2020,15603,39345,4635595,158.6
2197,2021,14900,39829,4938809,6.5
2197,2022,13888,38648,5125504,3.8
2197,2023,11787,33457,4457804,-13.0
2197,2024,4920,10640,2473177,-44.5
44388,2018,1982,1991,41737,
44388,2019,2074,2083,42700,2.3
44388,2020,756,760,15224,-64.3
44388,2021,963,971,19664,29.2
44388,2022,1658,1678,34244,74.1
44388,2023,1454,1480,29892,-12.7
44388,2024,809,809,16758,-43.9
46503,2018,355,394,27955,
46503,2019,360,421,26165,-6.4
46503,2020,300,330,20253,-22.6
46503,2021,694,798,47186,133.0
46503,2022,830,919,50929,7.9
46503,2023,42,44,2310,-95.5
10051,2018,6242,84057,818418,
10051,2019,6066,83545,673477,-17.7
10051,2020,2909,32526,424408,-37.0
10051,2021,6331,59206,876097,106.4
10051,2022,5531,37467,482560,-44.9
10051,2023,5172,50850,501798,4.0
10051,2024,2436,19441,231207,-53.9
10769,2018,152,1620,145361,
10769,2019,460,6760,643178,342.5
10769,2020,395,5455,574484,-10.7
10769,2021,369,5481,602470,4.9
10769,2022,300,3891,428010,-29.0
10769,2023,274,3773,410740,-4.0
10769,2024,292,4617,802576,95.4
54530,2018,166,192,18016,
54530,2019,169,192,13902,-22.8
54530,2020,195,228,15031,8.1
54530,2021,242,280,22492,49.6
54530,2022,206,229,19587,-12.9
54530,2023,201,221,17076,-12.8
45094,2018,161,167,3194,
45094,2019,71,92,4250,33.0
45094,2020,232,490,9222,117.0
45094,2021,502,869,21568,133.9
45094,2022,483,959,18272,-15.3
45094,2023,1045,1476,40009,119.0
45094,2024,1162,1632,94913,137.2
48539,2018,149,2958,65407,
48539,2019,151,2556,67022,2.5
48539,2020,12,160,5856,-91.3
48539,2021,37,551,10406,77.7
48539,2022,94,567,4557,-56.2
48539,2023,12,25,100,-97.8
48539,2024,94,227,883,785.2
50069,2018,833,846,14249,
50069,2019,541,549,11422,-19.8
50069,2020,148,150,3600,-68.5
50069,2021,143,168,454,-87.4
50069,2022,1439,1475,8940,1869.8
50069,2023,2012,2354,44688,399.9
50069,2024,2081,2388,56581,26.6
10610,2020,184,5563,182076,
10610,2021,960,33274,1063310,484.0
10610,2022,926,29698,1154341,8.6
10610,2023,833,24684,1007288,-12.7
10610,2024,234,6050,281174,-72.1
27402,2019,825,1498,40563,
27402,2020,2816,5099,113053,178.7
27402,2021,2784,5078,118415,4.7
27402,2022,3371,6329,144559,22.1
27402,2023,3195,6226,145456,0.6
27402,2024,2151,4335,102703,-29.4
52450,2021,2911,3041,102169,
52450,2022,570,599,16869,-83.5
52450,2023,40,40,1831,-89.1
40262,2018,986,1714,101513,
40262,2019,750,1363,81370,-19.8
40262,2020,833,1337,80260,-1.4
42921,2020,42,946,45361,
42921,2021,24,693,31920,-29.6
42921,2022,24,705,46559,45.9
42921,2023,82,1874,97216,108.8
30130,2018,4429,8997,128281,
30130,2019,4492,8790,180094,40.4
30130,2020,2583,5199,140932,-21.7
30130,2021,2124,3675,85325,-39.5
30130,2022,300,319,4147,-95.1
30130,2023,25,26,38,-99.1
31143,2020,757,782,24351,
31143,2021,1624,1674,49991,105.3
31143,2022,2748,2765,79044,58.1
31143,2023,6613,6721,199010,151.8
31143,2024,4729,4876,146041,-26.6
1191,2018,10041,12440,2297643,
1191,2019,15030,20244,2811126,22.3
1191,2020,35386,46539,4948153,76.0
1191,2021,48353,62700,5934259,19.9
1191,2022,48804,63008,5791153,-2.4
1191,2023,76469,103217,8524788,47.2
1191,2024,104246,148340,12803622,50.2
21547,2018,5523,8791,153236,
21547,2019,5498,8803,173525,13.2
21547,2020,4216,6594,133863,-22.9
21547,2021,4727,7353,144498,7.9
21547,2022,4623,7504,193933,34.2
21547,2023,3862,5994,153653,-20.8
21547,2024,3327,4876,135800,-11.6
3521,2018,6255,12281,1218148,
3521,2019,1970,4436,329420,-73.0
3521,2020,3409,11958,1578840,379.3
3521,2021,5043,18142,2487405,57.5
3521,2022,5797,23159,2842683,14.3
3521,2023,6053,24867,3146794,10.7
3521,2024,5975,22226,2968917,-5.7
35932,2018,194,281,5053,
35932,2020,36,38,1359,
35932,2021,3134,3167,89007,6449.9
35932,2022,3191,3208,91353,2.6
35932,2023,3067,3071,87125,-4.6
35932,2024,3207,3223,80497,-7.6
2903,2019,87,107,9989,
2903,2020,4752,6299,656555,6473.0
2903,2021,22646,29632,3137053,377.8
2903,2022,26103,34947,3620388,15.4
2903,2023,36883,49760,5075685,40.2
2903,2024,38349,51036,5118084,0.8
1028,2018,1725,19866,1851543,
1028,2019,1746,22709,1877197,1.4
1028,2020,3653,78188,3650099,94.4
1028,2021,8073,211581,9684202,165.3
1028,2022,8021,211129,10619500,9.7
1028,2023,8441,220695,10766530,1.4
1028,2024,7636,195493,10864387,0.9
47566,2018,3178,3541,37995,
47566,2019,4277,4593,50767,33.6
47566,2020,3026,3176,28227,-44.4
47566,2021,3941,4123,14909,-47.2
47566,2022,3301,3515,10836,-27.3
47566,2023,3421,3593,13571,25.2
47566,2024,1940,2036,7371,-45.7
2146,2018,14715,16830,993827,
2146,2019,15745,17858,1033622,4.0
2146,2020,19631,23778,1497332,44.9
2146,2021,47097,58792,5381156,259.4
2146,2022,49236,59915,5911035,9.8
2146,2023,43499,52608,5401214,-8.6
2146,2024,30818,37207,3885171,-28.1
54616,2018,5087,5734,65650,
54616,2019,2853,2947,23465,-64.3
54616,2020,1137,1350,15030,-35.9
54616,2021,155,169,1367,-90.9
25603,2020,54,225,19959,
25603,2021,337,1747,151460,658.9
25603,2022,297,1683,154723,2.2
25603,2023,366,2137,212114,37.1
25603,2024,406,2306,231797,9.3
4661,2018,337,1682,362697,
4661,2019,457,5853,537718,48.3
4661,2020,982,20268,906980,68.7
4661,2021,2369,47178,2169125,139.2
4661,2022,2096,43312,2190067,1.0
4661,2023,2281,50361,2483161,13.4
4661,2024,1833,37840,2099212,-15.5
44227,2020,26,155,32101,
44227,2021,109,317,129355,303.0
44227,2022,36,120,40846,-68.4
30390,2018,1321,1349,43901,
30390,2019,1167,1180,36814,-16.1
30390,2020,1970,1991,60539,64.4
30390,2021,2803,2825,87297,44.2
30390,2022,3081,3128,100930,15.6
30390,2023,3265,3399,111345,10.3
30390,2024,2590,2752,87890,-21.1
26174,2018,746,10481,115032,
26174,2019,681,7495,96726,-15.9
26174,2020,601,5566,70026,-27.6
26174,2021,847,10517,140891,101.2
26174,2022,820,11743,139644,-0.9
26174,2023,588,10749,105789,-24.2
26174,2024,306,4933,66664,-37.0
7965,2018,3495,5648,536104,
7965,2019,3263,5233,522996,-2.4
7965,2020,3237,5072,456481,-12.7
7965,2021,6648,10895,1036307,127.0
7965,2022,6735,10626,1116427,7.7
7965,2023,6175,9456,1111443,-0.4
7965,2024,4461,6910,727624,-34.5
18915,2018,1274,14937,187623,
18915,2019,1284,14050,178091,-5.1
18915,2020,932,9238,135805,-23.7
18915,2021,1351,14649,248885,83.3
18915,2022,1488,16429,283564,13.9
18915,2023,1265,17244,216802,-23.5
18915,2024,528,8239,142797,-34.1
14489,2018,56957,77883,167932,
14489,2019,54301,74595,153193,-8.8
14489,2020,57235,88150,196446,28.2
14489,2021,92858,154726,355323,80.9
14489,2022,96054,138966,331740,-6.6
14489,2023,181298,236532,523417,57.8
14489,2024,176653,226452,506089,-3.3
42261,2019,1918,1919,200271,
42261,2020,287,288,29743,-85.1
53693,2018,947,1002,24133,
53693,2019,620,655,17424,-27.8
53693,2020,490,518,15233,-12.6
53693,2021,562,607,17393,14.2
53693,2022,771,875,24354,40.0
53693,2023,970,1011,13309,-45.4
23514,2018,4842,4902,94415,
23514,2019,5860,6006,141039,49.4
23514,2020,6219,6253,135800,-3.7
23514,2021,7473,7520,160893,18.5
23514,2022,8512,8569,166101,3.2
23514,2023,7205,7229,103361,-37.8
23514,2024,6619,6639,112952,9.3
50547,2018,462,1128,8825,
50547,2019,456,1239,11060,25.3
50547,2020,744,2109,20928,89.2
50547,2021,534,1726,31013,48.2
50547,2022,413,1207,32292,4.1
50547,2023,291,860,22247,-31.1
50547,2024,132,603,9532,-57.2
51500,2018,183,314,25176,
51500,2019,293,522,45948,82.5
51500,2020,154,296,26086,-43.2
51500,2021,92,147,12746,-51.1
51500,2022,39,79,6966,-45.3
51500,2023,60,160,11440,64.2
42487,2018,1218,1243,36004,
42487,2019,1170,1194,43785,21.6
42487,2020,599,609,35424,-19.1
42487,2021,492,501,31825,-10.2
42487,2022,616,622,37691,18.4
42487,2023,645,648,37238,-1.2
42487,2024,109,113,4856,-87.0
39109,2018,448,1442,23816,
39109,2019,1110,3521,58567,145.9
39109,2020,641,2030,43023,-26.5
39109,2021,768,2460,48258,12.2
39109,2022,959,2593,46778,-3.1
39109,2023,903,2660,41663,-10.9
39109,2024,523,1730,22563,-45.8
35340,2021,65,322,37852,
35340,2022,176,982,116986,209.1
35340,2023,213,1071,127168,8.7
35340,2024,186,850,87488,-31.2
30351,2018,2532,3686,116349,
30351,2019,3740,5476,173584,49.2
30351,2020,3942,6701,221624,27.7
30351,2021,402,570,18798,-91.5
42819,2018,261,278,897,
42819,2019,453,613,16536,1743.2
42819,2020,464,499,8177,-50.6
42819,2021,1030,1081,21747,165.9
42819,2022,1068,1162,42854,97.1
42819,2023,1710,1897,64233,49.9
42819,2024,2267,2608,68046,5.9
53408,2021,183,369,20005,
53408,2022,253,594,33601,68.0
53408,2023,271,1166,47828,42.3
53408,2024,96,372,12309,-74.3
32797,2018,14,20,1427,
32797,2020,280,601,36241,
32797,2021,579,1305,81874,125.9
32797,2022,582,1201,122278,49.3
32797,2023,602,1191,135285,10.6
32797,2024,307,650,63475,-53.1
53368,2020,116,116,3715,
53368,2021,1031,1037,29868,704.0
53368,2022,1024,1033,29937,0.2
53368,2023,882,883,30290,1.2
53368,2024,630,630,20243,-33.2
19564,2018,2126,12275,319831,
19564,2019,2174,9898,265820,-16.9
19564,2020,1307,5303,171642,-35.4
19564,2021,280,1005,39427,-77.0
19564,2022,988,3227,116936,196.6
19564,2023,1970,7291,269243,130.2
19564,2024,1061,3254,124631,-53.7
46798,2021,226,259,10452,
46798,2022,671,850,33625,221.7
46798,2023,1132,1226,65855,95.9
46798,2024,944,1008,61704,-6.3
36504,2020,41,41,1315,
36504,2021,85,107,12751,869.8
36504,2022,331,425,52207,309.4
36504,2023,1687,2206,264630,406.9
36504,2024,77,90,9185,-96.5
55395,2018,349,354,8208,
55395,2019,548,551,15104,84.0
55395,2020,433,445,15496,2.6
55395,2021,433,437,15271,-1.5
55395,2022,371,372,12987,-15.0
55395,2023,476,483,18824,44.9
55395,2024,366,374,14723,-21.8
36097,2019,37,198,1977,
36097,2020,62,295,4774,141.5
36097,2021,209,915,29826,524.7
36097,2022,375,1385,78735,164.0
36097,2023,584,2205,107283,36.3
36097,2024,680,2229,127500,18.8
7423,2018,23104,24549,1383977,
7423,2019,15147,17260,956310,-30.9
7423,2020,4859,6797,355416,-62.8
7423,2021,11728,14146,761537,114.3
7423,2022,14464,19175,1001496,31.5
7423,2023,13006,17884,884105,-11.7
7423,2024,10678,14641,710775,-19.6
37433,2018,595,626,36475,
37433,2019,664,715,42565,16.7
37433,2020,666,737,46673,9.7
37433,2021,794,923,60501,29.6
37433,2022,703,834,57499,-5.0
37433,2023,592,710,44152,-23.2
37433,2024,464,540,31592,-28.4
11744,2018,7589,10767,357120,
11744,2019,6429,8261,349264,-2.2
11744,2020,3778,4863,140955,-59.6
11744,2021,4683,6209,210919,49.6
11744,2022,5384,7770,522879,147.9
11744,2023,5850,8665,681065,30.3
11744,2024,6002,9143,900415,32.2
7173,2019,694,3964,237626,
7173,2020,2924,18137,1097686,361.9
7173,2021,2392,16012,979191,-10.8
7173,2022,2738,16871,1136352,16.1
7173,2023,3071,20130,1430334,25.9
7173,2024,3229,20103,1453719,1.6
13230,2021,221,3691,262519,
13230,2022,296,2781,723554,175.6
13230,2023,348,4713,891972,23.3
13230,2024,253,2942,717263,-19.6
3702,2018,4894,20287,3161601,
3702,2019,3982,14592,2458017,-22.3
3702,2020,2516,9809,1903156,-22.6
3702,2021,2422,9436,2026871,6.5
3702,2022,1858,7990,1845902,-8.9
3702,2023,2109,6786,1505603,-18.4
3702,2024,1496,3238,802269,-46.7
40081,2018,700,809,28003,
40081,2019,709,784,29655,5.9
40081,2020,863,950,45028,51.8
40081,2021,933,1020,54004,19.9
40081,2022,659,729,47996,-11.1
40081,2023,872,967,35670,-25.7
40081,2024,523,579,25997,-27.1
42704,2018,590,600,11978,
42704,2019,1246,1260,25772,115.2
42704,2020,621,632,21583,-16.3
42704,2021,1002,1020,30117,39.5
42704,2022,1259,1278,42343,40.6
42704,2023,1214,1251,35272,-16.7
42704,2024,1653,1688,56940,61.4
31359,2018,614,689,40985,
31359,2019,595,721,34481,-15.9
31359,2020,379,456,17931,-48.0
31359,2021,909,1259,56364,214.3
31359,2022,1297,1743,91903,63.1
31359,2023,1557,2153,153825,67.4
31359,2024,1221,1477,95381,-38.0
11690,2018,15805,19858,763621,
11690,2019,13091,16036,705646,-7.6
11690,2020,7678,8762,361611,-48.8
11690,2021,6151,6976,287904,-20.4
11690,2022,6611,8342,358627,24.6
11690,2023,6057,8564,387883,8.2
11690,2024,5067,7154,318331,-17.9
9284,2018,19540,26581,582749,
9284,2019,17705,23331,540233,-7.3
9284,2020,15795,20671,489262,-9.4
9284,2021,20723,27161,662315,35.4
9284,2022,19063,29509,849881,28.3
9284,2023,18777,25532,733807,-13.7
9284,2024,15613,21683,629612,-14.2
50693,2018,13,111,1191,
50693,2022,13,13,0,
50693,2023,129,491,52632,
50693,2024,112,1255,80781,53.5
45285,2018,779,1389,42072,
45285,2019,1579,2984,100035,137.8
45285,2020,591,1087,46774,-53.2
36564,2018,1670,3037,75526,
36564,2019,1747,3422,76713,1.6
36564,2020,1289,2612,65960,-14.0
36564,2021,1567,3050,86101,30.5
36564,2022,750,1516,34342,-60.1
33486,2020,576,643,17455,
33486,2021,5999,6234,131830,655.3
33486,2022,5535,5805,114644,-13.0
33486,2023,4626,5243,100287,-12.5
33486,2024,2907,3209,55318,-44.8
48985,2018,48,62,2531,
48985,2020,418,619,28131,
48985,2021,526,704,26034,-7.5
48985,2022,604,816,39038,50.0
48985,2023,570,697,32982,-15.5
48985,2024,380,451,21418,-35.1
20426,2018,202,229,10546,
20426,2019,652,726,25702,143.7
20426,2020,3258,3491,91343,255.4
20426,2021,7326,7973,182672,100.0
20426,2022,12190,12838,344758,88.7
20426,2023,13755,14329,305716,-11.3
20426,2024,13201,14064,245676,-19.6
6990,2018,14,14,37639,
6990,2019,118,118,308527,719.7
6990,2020,407,407,1082269,250.8
6990,2021,411,412,1389854,28.4
6990,2022,473,473,1712057,23.2
6990,2023,422,463,1727775,0.9
6990,2024,68,68,260076,-84.9
38114,2018,2075,2855,74513,
38114,2019,2165,2757,70898,-4.9
38114,2020,695,867,21407,-69.8
38114,2021,1024,1331,33092,54.6
38114,2022,595,833,19724,-40.4
38114,2023,796,1069,17418,-11.7
38114,2024,1989,2561,67965,290.2
22438,2018,8763,27334,883379,
22438,2021,206,1354,78748,
22438,2023,12,115,6330,
22438,2024,26,170,38319,505.3
34807,2018,192,193,10176,
34807,2019,827,833,31658,211.1
34807,2020,921,1009,28875,-8.8
34807,2021,1163,1250,64283,122.6
34807,2022,799,811,58449,-9.1
34807,2023,1397,1502,76936,31.6
34807,2024,2430,3152,112944,46.8
11218,2018,1639,8197,1027463,
11218,2019,336,3888,444516,-56.7
11218,2020,338,4154,458796,3.2
11218,2021,335,3103,347216,-24.3
11218,2022,223,2545,359694,3.6
11218,2023,221,2456,381229,6.0
11218,2024,183,2166,377190,-1.1
